customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0506-LVNGN,0,1,1,0,-1.1145631287986442,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,0.358559542116917,-0.8537693200827423,Yes,False,False,True,False,False
7677-SJJJK,1,0,0,1,-0.9924020376385531,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.491020519067978,-0.9401772107806334,No,True,False,True,False,False
2480-EJWYP,0,1,0,0,1.0436161483629645,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1.0980592071908417,1.4020859418443392,No,True,False,False,False,False
3253-HKOKL,0,0,0,1,0.7992939660427822,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,1.1811490571991479,1.307443471884743,No,True,False,False,True,False
7055-HNEOJ,1,0,0,0,-1.1960038562387048,Yes,No,DSL,No,No,Yes,Yes,No,No,Yes,-0.29785027294870164,-0.9399122913405784,No,False,False,False,False,True
5514-YQENT,1,0,1,1,0.35136996512244845,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.541759006235197,0.9819016332973385,No,False,True,False,True,False
3211-AAPKX,1,0,1,0,-0.5037576729981889,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,1.1229861621933337,-0.11097936340894551,No,False,False,False,False,True
8445-DNBAE,1,0,1,1,-1.2774445836787656,Yes,Yes,DSL,No,No,No,No,No,No,Yes,-0.4889569279678058,-0.9860524271501319,No,False,False,False,True,False
2951-QOQTK,1,0,1,1,-1.1552834925186746,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,0.53304822713436,-0.8613636773643147,Yes,False,False,True,False,False
2958-NHPPS,1,0,1,0,-0.38159658183809786,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4594463760648215,-0.7989089193713833,No,False,False,False,True,False
6806-YDEUL,0,1,1,0,-1.0738427650786138,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.504314895069307,-0.9609954634449438,No,False,False,False,False,False
1735-XMJVH,1,0,0,1,-0.9924020376385531,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.5093002860698053,-0.9407732795207568,No,False,False,False,False,True
6890-PFRQX,1,0,1,0,-0.5851984004382496,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,0.1574821050968162,-0.4785771631050577,No,False,False,False,False,True
0222-CNVPT,1,1,1,0,0.7992939660427822,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Yes,-0.5305018529719588,0.11998623507887667,No,False,False,True,False,False
5899-OUVKV,1,0,1,0,-0.055833672077855064,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,0.9883806051798778,0.3072622025776525,No,False,False,False,True,False
8681-ICONS,1,0,0,1,-0.13727439951791576,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.4660935640654862,-0.7190136315748409,No,False,False,False,False,True
1621-YNCJH,0,0,0,0,0.14776814652229667,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,1.3722557122182522,0.6848607111358356,No,False,True,True,False,False
3473-XIIIT,0,0,0,0,-0.6666391278783103,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1.1711782751981514,-0.33050927273439984,Yes,False,False,False,True,False
6362-QHAFM,1,0,0,0,0.3920903288424788,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1.4470365772257276,1.0167826929045607,No,True,False,False,True,False
7893-IXHRQ,1,0,1,0,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4694171580658184,-0.9990776329528288,Yes,False,False,False,True,False
3070-BDOQC,0,0,1,0,1.125056875803025,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.1595456961969886,1.6150149417884267,No,False,True,False,True,False
2952-QAYZF,1,0,1,0,-1.1145631287986442,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,0.682609957149311,-0.8208751562759316,Yes,False,False,False,True,False
6234-PFPXL,1,0,0,0,-0.4223169455581282,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,No,1.0349109211845293,-0.021348286190387228,No,False,False,True,False,False
9824-QCJPK,1,0,0,0,0.14776814652229667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4876969250676457,-0.7137593960137529,No,True,False,False,False,True
4763-PGDPO,0,0,1,0,-1.1552834925186746,Yes,No,Fiber optic,No,No,No,No,No,No,No,0.1873944510998066,-0.8840805193490184,Yes,False,False,False,True,False
4283-IVYCI,1,0,1,0,-0.9516816739185228,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,0.006258578081699082,-0.7662796750046275,No,False,False,False,False,True
1866-OBPNR,1,0,0,1,-1.2774445836787656,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,0.32698539911376057,-0.9752128067278877,No,False,False,True,False,False
8205-MQUGY,1,0,0,1,-0.8295205827584317,Yes,No,DSL,Yes,No,No,No,No,No,Yes,-0.5172074769706297,-0.7559698934624927,No,False,False,False,True,False
8970-ANWXO,0,0,1,0,-0.38159658183809786,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,0.29873485011093664,-0.23255530977411823,No,True,False,False,False,True
9480-BQJEI,1,0,1,0,1.2064976032430856,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,0.9152615371725683,1.5224697507292648,No,True,False,False,False,False
5394-SVGJV,1,0,1,0,0.18848851024232702,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,1.1312951471941644,0.5264168093630293,Yes,False,False,False,False,False
6979-TNDEU,0,0,1,0,-0.9924020376385531,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.5142856770703037,-0.9388967668203683,No,False,False,False,False,True
9777-WJJPR,1,0,0,0,-0.055833672077855064,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,0.7939503561604415,0.17656861215059205,No,False,False,True,False,False
9283-LZQOH,1,0,0,1,-0.7888002190384014,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,0.32033821111309646,-0.6122069439927261,Yes,False,False,True,False,False
7079-QRCBC,0,0,1,0,-0.3408762181180675,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1.1296333501939984,0.05474982296536927,Yes,False,False,False,True,False
9495-SKLKD,1,0,0,1,0.5142514200025698,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,1.0365727181846955,0.9596042470927219,No,False,False,False,False,False
6048-UWKAL,0,1,0,0,1.4915401492832983,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,1.3506523512160928,2.0821120678451406,No,False,True,True,False,False
5067-DGXLL,1,0,1,0,-1.2367242199587352,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.479387940066815,-0.9919027314513432,No,False,False,False,False,True
5469-CTCWN,1,0,0,1,1.1657772395230555,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,1.3705939152180862,1.882870572303887,Yes,True,False,False,True,False
9851-QXEEQ,1,0,1,0,0.35136996512244845,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.327387193213767,0.9109252999826427,Yes,False,False,False,True,False
6281-FKEWS,0,0,1,0,0.47353105628253944,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,-0.5221928679711283,-0.00808023756763996,No,True,False,False,True,False
8898-KASCD,1,0,1,0,0.26992923768238775,No,No phone service,DSL,No,No,Yes,Yes,No,No,No,-0.9708780580159815,-0.43011898219502426,No,True,False,False,False,True
9242-TKFSV,1,0,0,1,1.6137012404433893,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.011243969082197169,1.0910263659799333,No,False,True,True,False,False
9290-SHCMB,0,1,1,0,-0.7888002190384014,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1.0664850641876853,-0.4626157668417529,No,False,False,False,True,False
0743-HNPFG,0,0,0,1,0.758573602322752,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,0.1657910900976468,0.5648080515509782,No,True,False,True,False,False
2277-BKJKN,0,1,0,0,1.5729808767233588,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.1445895231954935,2.176953227384778,No,False,True,False,True,False
9809-IMGCQ,1,1,1,0,-0.4223169455581282,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1.0614996731871873,-0.08846121100428316,Yes,False,False,False,True,False
5208-HFSBT,0,0,1,0,-1.2367242199587352,Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,-0.3227772279511935,-0.9627836696653141,Yes,False,False,True,False,False
5035-PGZXH,0,0,1,0,0.9621754209229036,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.397182667220744,1.6032481033259902,No,True,False,False,True,False
8695-WDYEA,1,0,1,0,-1.2774445836787656,Yes,No,DSL,Yes,No,No,No,No,No,No,-0.44907379996381874,-0.9855225882700223,No,False,False,False,False,True
6543-JXSOO,0,0,0,1,-0.38159658183809786,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,-0.23304018994222275,-0.44173128431742875,No,True,False,False,False,True
8016-ZMGMO,0,1,0,0,1.369379058123207,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Yes,0.20235062410130134,1.084204690398521,No,True,False,False,False,False
8605-ITULD,0,0,1,0,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.502653098069141,-0.9995191653529202,No,False,False,False,False,True
3254-YRILK,1,1,1,0,-0.5444780367182193,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,0.7789941831589463,-0.22407788769236292,Yes,False,False,False,True,False
6416-YJTTB,1,0,1,0,-0.8702409464784621,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,0.4898415051300408,-0.6568458696419688,No,False,False,False,False,False
2667-WYLWJ,0,0,0,1,-0.9924020376385531,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.4960059100684764,-0.9441289257614516,Yes,True,False,False,False,True
4472-VESGY,0,0,0,1,0.7992939660427822,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,1.109691786192005,1.1965967628417917,No,False,False,False,False,False
3195-TQDZX,1,0,1,0,-1.1960038562387048,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.479387940066815,-0.9810189577890899,No,False,False,False,True,False
3128-YOVTD,0,0,0,1,0.758573602322752,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,0.47820892612887816,0.7661689026126707,No,False,False,False,False,False
0529-ONKER,1,1,1,0,-0.7073594915983407,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,0.36188313611724954,-0.5018679972098802,Yes,False,False,False,True,False
1728-CXQBE,1,1,0,0,1.2879383306831464,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,0.9800716201790471,1.6769840141412573,No,False,False,False,True,False
7041-TXQJH,0,0,1,0,0.18848851024232702,No,No phone service,DSL,No,No,Yes,No,No,Yes,Yes,-0.8163309370005319,-0.3551909338995103,No,False,False,True,False,False
5014-GSOUQ,1,0,1,0,-0.7888002190384014,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4893587220678117,-0.9005717544924329,No,False,True,False,False,True
5724-BIDBU,1,0,0,0,0.6771328748826912,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,-0.31280644595019663,0.15482314144608958,No,True,False,False,True,False
0481-SUMCB,0,1,1,0,0.5142514200025698,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1.2426355462052947,1.082659326998201,No,True,False,False,False,False
1769-GRUIK,0,0,1,0,-0.5851984004382496,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,0.21065960910213194,-0.4572290715606375,No,False,False,False,True,False
5240-IJOQT,1,1,1,0,-1.2774445836787656,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,0.3303089931140931,-0.9751686534878785,Yes,False,False,False,True,False
8819-WFGGJ,1,0,0,0,1.4508197855632678,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Yes,-0.3543513709543497,0.6672435683721878,No,False,True,False,False,False
7427-AUFPY,1,0,1,0,0.880734693482843,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4993295040688086,-0.5627773918024916,No,False,True,True,False,False
2811-POVEX,0,1,0,1,-0.38159658183809786,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,0.787303168159777,-0.06744426875993138,No,False,False,False,False,False
1092-GANHU,1,0,1,0,-0.62591876415828,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,0.395119076120572,-0.4281762396346221,Yes,False,False,False,True,False
7898-PDWQE,1,0,0,0,1.5729808767233588,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0.5197538511330312,1.5205711614088717,No,False,True,True,False,False
9972-EWRJS,0,0,0,1,1.4100994218432374,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.5126238800701375,-0.4019712916891962,No,False,True,False,False,False
9314-IJWSQ,0,0,0,1,-0.748079855318371,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,0.6659919871476498,-0.4765902673046463,No,False,False,False,True,False
0661-XEYAN,0,1,1,0,-1.2774445836787656,No,No phone service,DSL,No,No,No,No,No,No,Yes,-1.2949284730483754,-0.9967595878523489,Yes,False,False,False,False,True
5799-JRCZO,0,0,1,1,1.247217966963116,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.504314895069307,-0.47164510442362245,No,False,True,True,False,False
1921-KYSAY,0,0,1,0,0.35136996512244845,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,0.12756975909382579,0.2621596679083141,No,True,False,False,True,False
6198-RTPMF,0,0,0,0,-0.62591876415828,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,0.925232319173565,-0.31066239135029045,No,False,False,False,True,False
2924-KHUVI,1,0,0,0,0.9621754209229036,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,1.1894580421999785,1.4268779861094723,No,True,False,False,True,False
1925-GMVBW,0,0,1,0,-1.1145631287986442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4694171580658184,-0.9657198601259221,No,False,False,True,False,False
7881-EVUAD,0,0,1,0,-1.2367242199587352,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Yes,-0.736564680992558,-0.9761841780080887,Yes,False,False,False,True,False
6184-DYUOB,0,0,0,0,-1.1960038562387048,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.5009913010689746,-0.9837564586696566,No,False,False,False,False,True
9207-ZPANB,1,0,1,0,0.18848851024232702,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,0.08934842809000525,0.07064498936866041,No,True,False,False,True,False
5766-XQXMQ,0,0,1,0,-0.13727439951791576,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,0.13587874409465642,-0.1381115293945633,Yes,False,False,False,False,False
9327-QSDED,1,0,1,0,-0.9924020376385531,Yes,No,DSL,No,No,No,No,No,No,No,-0.7049905379894018,-0.860061156784045,No,False,False,False,False,True
1656-DRSMG,0,0,1,0,1.247217966963116,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1.4985522842308774,2.083878197445506,No,False,False,True,False,False
3012-VFFMN,0,0,0,1,-1.0331224013585834,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4660935640654862,-0.9379695487801764,No,False,False,False,False,True
2984-AFWNC,0,0,1,0,-1.1960038562387048,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,1.0182929511828682,-0.8787159006879076,No,False,False,False,True,False
0640-YJTPY,1,0,0,1,1.6137012404433893,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4544609850643233,-0.3486121011381481,No,False,True,False,False,False
8096-LOIST,0,0,1,0,-0.5444780367182193,Yes,No,DSL,No,No,No,No,No,Yes,Yes,-0.2845558969473725,-0.5253795975147483,No,False,False,False,True,False
9764-REAFF,0,0,0,0,1.0843365120829946,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.5408744290729617,-0.5410760743379983,No,False,True,False,False,False
3703-VAVCL,1,0,0,1,-1.2367242199587352,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,0.8388188751649267,-0.924237891137333,Yes,False,False,True,False,False
7107-UBYKY,0,0,0,1,0.10704778280226633,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.2965902700485417,-0.6184767040740243,No,False,False,False,True,False
4881-GQJTW,1,0,1,0,-0.748079855318371,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.5009913010689746,-0.8755147907872448,No,False,False,True,False,False
8519-QJGJD,0,0,1,0,-0.748079855318371,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,0.35191235411625243,-0.5551609579009146,Yes,False,False,False,True,False
7876-DNYAP,0,0,0,1,1.4915401492832983,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4943441130683104,-0.37369114146334076,No,False,True,True,False,False
7905-NJMXS,1,1,0,0,-1.0331224013585834,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,-0.018668376920792765,-0.7984232337312828,No,False,False,False,True,False
2882-WDTBA,1,0,0,1,1.4915401492832983,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,0.3652067301175816,1.3708916777778801,No,False,True,False,False,False
2091-GPPIQ,0,0,0,1,1.6137012404433893,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,0.47156173812821356,1.521895758609146,No,False,True,False,True,False
6326-MTTXK,1,0,1,0,-0.9924020376385531,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,1.1994288242009752,-0.6462932452797838,Yes,False,False,False,True,False
5071-FBJFS,0,0,0,1,-1.1552834925186746,Yes,No,DSL,Yes,No,No,No,No,No,No,-0.4806479429669752,-0.9122944397148602,No,False,False,False,True,False
2796-UUZZO,1,0,0,1,1.247217966963116,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,0.5164302571326987,1.1537460434129196,No,False,False,True,False,False
2429-AYKKO,1,0,1,0,1.6137012404433893,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4926823160681442,-0.37494950880360134,No,False,True,False,False,False
9798-OPFEM,0,0,1,0,0.5549717837226001,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.451137391063991,-0.5943911116490374,No,False,True,False,True,False
0330-IVZHA,0,0,0,0,-1.1145631287986442,Yes,No,Fiber optic,No,No,No,No,No,No,No,0.1724382780983114,-0.862379201884525,Yes,False,False,False,True,False
3794-NFNCH,1,0,0,0,-0.0965540357978854,Yes,No,DSL,No,No,Yes,No,No,No,Yes,-0.4906187249679718,-0.3569349868798713,No,False,False,False,False,True
5193-QLVZB,1,0,1,0,1.247217966963116,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.329048990213933,1.877925409422863,No,False,True,False,False,False
7114-AEOZE,0,0,1,0,1.125056875803025,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4926823160681442,-0.510058423231576,No,False,True,False,False,False
2886-KEFUM,0,0,0,0,1.247217966963116,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.42044782522307,2.0268322113536947,Yes,True,False,False,True,False
5522-NYKPB,1,0,0,1,-0.30015585439803716,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,No,0.7025515211513048,-0.037199299353669064,No,False,False,False,True,False
4237-RLAQD,1,0,1,0,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Yes,-0.62854787598176,-0.987906863230516,Yes,False,False,False,False,True
9957-YODKZ,1,1,0,0,-1.0738427650786138,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,0.53304822713436,-0.8063266636929193,No,False,False,False,True,False
6518-KZXCB,1,0,1,0,-0.4223169455581282,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.3132082400502028,-0.7580230191229178,No,False,True,False,False,True
2245-ADZFJ,0,0,0,1,-0.055833672077855064,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,0.5247392421335293,0.0831403562912475,No,False,True,False,False,False
7776-QGYJC,0,0,0,1,0.26992923768238775,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Yes,0.5563133851366857,0.3638225030293637,No,False,False,False,False,False
9313-QOLTZ,1,0,1,0,-0.2594354906780068,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4577845790646555,-0.7793048808073243,No,False,False,False,False,True
9651-GTSAQ,0,0,0,0,0.8400143297628127,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,1.3739175092184182,1.5393804416527663,Yes,True,False,False,False,False
3186-BAXNB,0,0,1,0,-1.2774445836787656,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,No,0.895319973170575,-0.9676626026863244,Yes,False,False,False,True,False
4672-FOTSD,1,0,1,0,-0.8295205827584317,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,0.08270124008934066,-0.6406637071786182,No,False,False,False,True,False
0637-YLETY,0,0,1,0,-0.6666391278783103,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,1.0249401391835322,-0.3212812455724891,Yes,False,False,True,False,False
9818-XQCUV,0,0,1,0,-1.2367242199587352,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4760643460664828,-0.9881497060505662,No,False,False,False,False,True
7338-ERIVA,1,0,1,1,0.26992923768238775,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,No,-0.6551366279844181,-0.21754320817100992,No,True,False,False,False,False
1157-BQCUW,1,0,1,0,-1.2774445836787656,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,0.3386179781149237,-0.9750582703878556,Yes,False,False,False,True,False
8259-NFJTV,0,0,0,1,-1.0331224013585834,No,No phone service,DSL,Yes,No,No,Yes,No,No,No,-1.0007904040189717,-0.8992692339121633,No,False,False,False,False,True
3223-DWFIO,1,1,1,0,-1.1552834925186746,Yes,No,Fiber optic,No,No,No,No,No,No,No,0.15249671409631763,-0.8926241712907873,No,False,False,False,True,False
2660-EMUBI,1,1,1,0,-0.9109613101984924,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1.0166311541827018,-0.61150049215258,Yes,False,False,False,True,False
6968-GMKPR,0,0,1,0,0.9214550572028734,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,0.5579751821368518,0.9829392344375535,No,False,False,False,True,False
4751-ERMAN,1,0,0,1,1.6137012404433893,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Yes,0.35357415111641893,1.4115568118263,No,False,True,False,False,False
1436-ZMJAN,0,0,0,0,-0.9109613101984924,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,0.10098100709116792,-0.7197642366549962,No,False,False,True,False,False
3292-PBZEJ,1,1,1,0,-0.8702409464784621,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1.5500679912360276,-0.48579621784655247,No,False,False,False,True,False
0799-DDIHE,0,0,0,1,-0.7073594915983407,Yes,No,DSL,No,No,No,No,No,No,No,-0.613591702980265,-0.7258132305362487,No,False,False,False,True,False
3070-FNFZQ,0,0,0,1,-0.38159658183809786,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4744025490663168,-0.7967674872309399,No,False,True,False,False,False
2812-SFXMJ,1,0,1,1,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4860351280674797,-0.9992983991528746,No,False,False,False,False,True
7675-OZCZG,0,1,1,0,-1.1960038562387048,Yes,No,DSL,No,No,No,No,No,No,No,-0.6567984249845842,-0.9520323557230881,Yes,False,False,False,True,False
5014-WUQMG,1,0,0,1,0.5956921474426305,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,1.0415581091851935,0.9308163346067613,No,True,False,False,True,False
5312-TSZVC,0,0,1,1,-0.7073594915983407,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4993295040688086,-0.8886724563099692,No,True,False,False,False,True
2003-CKLOR,1,0,1,0,1.369379058123207,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,1.15456030519649,1.9547520470387703,Yes,False,False,False,True,False
0993-OSGPT,0,1,0,0,1.4508197855632678,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Yes,-0.13665596393258767,0.7473375457487715,No,True,False,False,False,False
9254-RBFON,0,0,0,1,-0.62591876415828,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,1.1246479591934997,-0.25536045823884,Yes,True,False,False,False,False
1205-WNWPJ,0,0,1,0,-1.0331224013585834,Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,-0.17487729493640844,-0.8244957219566812,Yes,False,False,False,False,True
9391-EOYLI,1,1,0,0,-0.8295205827584317,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,0.5214156481331973,-0.5886070372078397,Yes,False,False,False,True,False
7108-DGVUU,0,1,0,0,-0.46303730927815856,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,No,0.2306011731041257,-0.34715504421784643,No,True,False,False,False,False
2782-JEEBU,1,0,1,0,-0.46303730927815856,No,No phone service,DSL,No,Yes,No,Yes,No,No,Yes,-0.9559218850144864,-0.6636896218433858,No,False,False,False,False,True
5127-BZENZ,0,0,0,1,0.9621754209229036,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,0.014567563082529699,0.5425768952063753,No,True,False,False,False,False
2720-FVBQP,0,0,0,1,-1.0738427650786138,Yes,Yes,DSL,No,No,No,No,No,No,Yes,-0.5255164619714603,-0.8875023954497269,No,False,False,True,False,False
9906-NHHVC,0,1,1,0,1.3286586944031769,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Yes,-0.3742929349563432,0.5451157065069009,No,False,True,False,False,False
4522-XRWWI,1,0,0,0,0.3920903288424788,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,0.5214156481331973,0.4824181056939192,No,True,False,True,False,False
3766-EJLFL,0,0,0,1,1.4508197855632678,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,1.4719635322282196,2.3071169789317287,No,False,True,False,False,False
